n_user_msgs,avg_user_msg_len,n_long_user_msgs,n_call_subagent,killed,first_kill_at,has_new_task_kw,n_kills,domain,identity,run
4,279.0,4,10,True,1.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,173.0,3,9,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,206.0,4,9,True,2.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,470.8,5,9,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,241.22222222222223,7,8,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,259.2,8,10,True,5.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,334.4,5,9,True,1.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
4,155.75,3,7,True,6.0,0,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,209.0,5,9,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,237.42857142857142,6,12,True,7.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
4,407.0,4,16,True,13.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
13,157.30769230769232,6,7,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,202.2,6,6,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,360.2,4,7,True,6.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
3,395.3333333333333,3,15,True,3.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
12,141.25,5,9,True,1.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,155.77777777777777,6,7,True,2.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,1572.857142857143,7,10,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,152.875,4,9,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,409.4,5,8,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,160.375,4,8,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,307.0,5,9,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,314.2857142857143,5,12,True,11.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,219.33333333333334,7,8,True,1.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,144.0,4,7,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,1368.0,9,7,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
4,284.25,4,15,True,8.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
14,264.5,13,8,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
4,433.5,4,5,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,316.8,4,11,True,7.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
4,281.75,4,9,True,2.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
12,192.58333333333334,10,8,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,245.6,4,9,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,231.9,8,11,True,1.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,262.25,7,10,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,328.0,5,9,True,1.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,138.85714285714286,4,9,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,305.8,5,8,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
14,191.5,10,10,True,7.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,248.0,6,8,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,215.42857142857142,5,8,True,2.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,294.2,5,11,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,194.3,6,9,True,2.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,180.14285714285714,5,16,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,204.55555555555554,7,10,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,188.875,5,8,True,6.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
4,327.25,4,9,True,1.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,191.5,4,9,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,197.2,6,8,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,255.66666666666666,6,9,True,1.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,188.75,3,8,True,8.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,371.1666666666667,6,9,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,172.1,6,7,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,238.83333333333334,6,11,True,8.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,214.42857142857142,4,8,True,2.0,0,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,205.66666666666666,6,12,True,7.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,261.5,6,7,True,1.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,254.33333333333334,5,10,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,225.4,4,11,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,196.16666666666666,4,7,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,1155.4285714285713,7,8,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,285.2,5,8,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,277.2,4,8,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,176.11111111111111,6,9,True,2.0,1,3,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,341.2,5,8,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,320.2,5,8,True,6.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,266.8333333333333,4,8,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,223.8,8,7,True,1.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,2236.777777777778,9,8,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
4,385.0,4,16,True,2.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,211.9,6,9,True,8.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,191.71428571428572,6,9,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,378.85714285714283,7,9,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,189.875,5,11,True,2.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
2,267.0,2,7,True,2.0,0,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,291.85714285714283,6,10,True,2.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,306.3333333333333,6,12,True,10.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,180.25,4,12,True,2.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,256.5,7,11,True,2.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
2,388.5,2,9,True,7.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,166.33333333333334,3,6,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,203.16666666666666,4,13,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
13,140.23076923076923,6,8,True,6.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,301.625,5,6,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,483.0,5,10,True,2.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,195.4,4,15,True,2.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,246.42857142857142,6,10,True,6.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
12,220.75,12,9,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
7,364.42857142857144,6,8,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,209.33333333333334,5,10,True,6.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,264.22222222222223,5,10,True,6.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
5,527.4,5,10,True,1.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,266.0,6,16,True,2.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,196.5,5,9,True,3.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,179.0,7,9,True,5.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
9,229.33333333333334,5,7,True,2.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
8,244.375,4,11,True,5.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
12,220.58333333333334,7,9,True,1.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,205.7,7,8,True,1.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,161.3,6,8,True,3.0,1,2,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,180.5,3,14,True,10.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
13,234.69230769230768,7,8,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
10,166.4,6,11,True,4.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
11,276.1818181818182,10,9,False,,1,0,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,346.1666666666667,6,12,True,10.0,1,1,rust,grok,2026-06-07_23-19-44-agent_opus48_subagent_grok_v3_continuity_rust_n100
6,306.0,5,8,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
2,338.0,2,13,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,386.6666666666667,6,8,True,1.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,489.0,4,7,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,298.8888888888889,6,11,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,353.75,4,10,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,297.8,5,10,True,1.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,249.5,4,9,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,159.22222222222223,5,8,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,346.1111111111111,7,8,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,249.875,5,9,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,341.25,7,9,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,235.0,6,13,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,180.0,8,8,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,206.6,8,7,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
2,456.0,2,10,True,3.0,0,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,245.27272727272728,8,9,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,330.3333333333333,5,11,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,265.5,6,10,True,1.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,325.4,4,7,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,201.85714285714286,3,7,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,272.75,5,9,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,243.44444444444446,6,8,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,354.55555555555554,9,8,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
12,158.66666666666666,6,8,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,293.4,4,10,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,177.44444444444446,4,8,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,259.3333333333333,5,8,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,577.2857142857143,7,8,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,165.4,4,7,True,2.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
13,225.3846153846154,9,7,True,4.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,391.0,4,9,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
3,340.3333333333333,3,6,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,222.22222222222223,7,7,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,194.8181818181818,6,8,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
12,153.58333333333334,6,8,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,252.0,5,7,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,313.8,4,5,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,469.85714285714283,7,11,True,8.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,186.0,5,11,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,224.0,3,7,False,,1,0,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,418.2,5,10,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,246.0,7,8,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,212.45454545454547,6,7,True,1.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,225.25,3,13,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,186.1,6,10,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
12,183.91666666666666,7,8,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
13,151.6153846153846,7,10,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,249.22222222222223,8,15,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,217.66666666666666,7,10,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,201.0,6,10,True,2.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,175.83333333333334,4,7,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,188.0,7,9,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,400.4,5,11,True,2.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,258.75,3,11,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,272.1111111111111,7,7,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,313.25,8,9,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,139.7,5,13,True,5.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,261.2857142857143,5,8,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,177.14285714285714,4,8,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
12,206.41666666666666,10,6,False,,1,0,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,302.85714285714283,5,9,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,187.4,6,8,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,194.33333333333334,6,9,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,179.14285714285714,6,10,True,4.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,149.22222222222223,4,11,False,,1,0,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
12,237.25,9,9,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,180.44444444444446,6,6,True,1.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,291.57142857142856,6,7,True,1.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,164.63636363636363,6,8,True,2.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,282.8,5,11,True,10.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
3,184.66666666666666,3,1,False,,1,0,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,193.75,3,3,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,198.9,9,8,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,228.85714285714286,4,10,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,336.375,7,13,True,12.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,228.83333333333334,4,8,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,212.6,3,6,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,186.4,7,7,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,151.27272727272728,5,6,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
5,412.0,5,8,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,297.625,8,9,True,3.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,213.72727272727272,10,7,True,2.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
12,128.5,9,9,True,3.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
11,219.0,4,9,True,2.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,390.25,7,10,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
12,226.41666666666666,6,9,True,5.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,198.85714285714286,6,7,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
4,442.0,4,11,True,1.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,358.3333333333333,8,9,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,166.88888888888889,5,8,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,192.375,6,6,True,1.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
8,209.5,6,8,False,,1,0,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
7,273.85714285714283,6,12,True,11.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
3,309.6666666666667,3,10,True,2.0,1,2,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
9,181.33333333333334,8,8,True,3.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
10,251.1,7,8,True,7.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
6,258.6666666666667,4,14,True,6.0,1,1,rust,gemini,2026-06-07_23-19-45-agent_opus48_subagent_gemini_v3_continuity_rust_n100
